0,0.455,0.481666667,0.618333333,0.55,1.261666667,1.288333333,0.566666667,0.918333333,0.666666667,0.948333333,0.928333333,0.42,1.075
0.205,0,0.335,0.435,0.355,1.061666667,1.085,0.52,0.788333333,0.625,0.755,0.745,0.376666667,0.875
0.231666667,0.335,0,0.446666667,0.346666667,1.068333333,1.091666667,0.561666667,1.068333333,0.666666667,0.73,0.755,0.425,0.85
0.368333333,0.435,0.446666667,0,0.366666667,0.878333333,0.901666667,0.616666667,0.868333333,0.736666667,1.046666667,0.561666667,0.55,1.196666667
0.3,0.355,0.346666667,0.366666667,0,0.993333333,1.018333333,0.608333333,0.876666667,0.723333333,0.653333333,0.678333333,0.481666667,0.773333333
1.011666667,1.061666667,1.068333333,0.878333333,0.993333333,0,0.895,1.181666667,0.96,1.368333333,1.038333333,0.576666667,1.185,1.188333333
1.038333333,1.085,1.091666667,0.901666667,1.018333333,0.895,0,1.273333333,0.985,1.393333333,0.405,0.601666667,1.208333333,0.556666667
0.316666667,0.52,0.561666667,0.616666667,0.608333333,1.181666667,1.273333333,0,0.698333333,0.37,1.011666667,0.931666667,0.465,1.131666667
0.668333333,0.788333333,1.068333333,0.868333333,0.876666667,0.96,0.985,0.698333333,0,0.823333333,1.125,0.641666667,0.866666667,1.273333333
0.416666667,0.625,0.666666667,0.736666667,0.723333333,1.368333333,1.393333333,0.37,0.823333333,0,1.125,1.048333333,0.57,1.24
0.698333333,0.755,0.73,1.046666667,0.653333333,1.038333333,0.405,1.011666667,1.125,1.125,0,0.741666667,0.886666667,0.453333333
0.678333333,0.745,0.755,0.561666667,0.678333333,0.576666667,0.601666667,0.931666667,0.641666667,1.048333333,0.741666667,0,0.856666667,0.886666667
0.17,0.376666667,0.425,0.55,0.481666667,1.185,1.208333333,0.465,0.866666667,0.57,0.886666667,0.856666667,0,1
0.825,0.875,0.85,1.196666667,0.773333333,1.188333333,0.556666667,1.131666667,1.273333333,1.24,0.453333333,0.886666667,1,0
