ACME FORMULATION PVT. LTD.,0.0012942788261492686,0.18600883767091045
AJANTA PHARMA LTD,0.0038860185106429543,0.36245345528857736
ANHUI CHENGSHI PHARMACEUTICALS CO. LTD,0.002514306769821419,0.3441629314917735
AS GRINDEKS,0.0008939331261497443,0.08839896316721221
BELCO PHARMA,0.25874141000790996,0.5019023227012673
BHARAT PARENTERALS LTD,0.00931109370280535,0.17037189845471243
BLISS GVS PHARMA LTD,0.0019010136473857253,0.14784496386126375
CIRON DRUGS & PHARMACEUTICALS LTD,0.002115244915263029,0.20566786059497977
ESKAY THERAPEUTICS LTD,0.0031920471436389618,0.32473080501973095
FOR KRISHAY PHARMA LTD,0.004175040316888976,0.38516072889462644
FOR: NAZA PHARMACY LTD,0.0031136622295674854,0.43243091680624146
GB PHARMA LIMITED,0.004365469692006661,0.37636600011654286
GENIX PHARMA PRIVATE LTD,0.003277354184848373,0.35254192294500675
GREENFIELD PHARMACEUTICALS,0.0026635266259058,0.37688434338768334
GUILIN PHARMACEUTICALS,0.0006002837468243259,0.09573647993561978
HUBEI TIANYAO PHARMACEUTICALS CO LTD.,0.47373570211744054,0.9970705248082676
INDASI LIFESCIENCES,0.0006330414412580252,0.08370335801774821
KILITCH DRUGS INDIA LTD,0.0026688789609958913,0.388993094555274
KINAPHARMA LTD,0.001434706593282051,0.10516453715041896
KREMOINT PHARMA PVT LTD,0.0015331641539182194,0.1193648600685343
LINCOLN PHARMACEUTICALS LTD,0.002639299234924409,0.15551271727457705
MACIN REMEDIES INDIA LTD,0.006748029626410625,0.9035813719309923
MACLEODS PHARMACEUTICALS LTD,0.00246178626639982,0.2665570974652227
NORRIS MEDICINES LTD,0.003460107510399936,0.300845077060855
NORTH CHINA PHARMACEUTICAL CO. LTD,0.01229279495402302,0.7556452295192639
NOVARTIS PHARMA,0.0008028852676903801,0.08754972048868571
PFIZER,0.006449903147686697,0.22222231981196314
PHARMANOVA LIMITED,0.0022358914989857774,0.3833300686268717
PHARMAX INDIA PVT LTD,0.0010084065749852542,0.08784110560291968
PIRAMAL HEALTHCARE UK LIMITED,0.00048282479773289295,0.07688058796757499
PUSHKAR PHARMA,0.0069430653427695645,0.8777826766377756
S. KANT HEALTHCARE LTD,0.0013811180151554621,0.19612076369149328
SAVILL PHARMA LABS PVT LTD,0.0013691396221692748,0.36744323572011167
SCILIFE PHARMA LTD,0.0025077503574451915,0.34361502683742234
SHALINA LAB PVT LTD,0.00202457437971394,0.27708175944800595
SHANDOND SHENGLU PHARMACEUTICAL CO.LTD.,0.047623179940399045,0.9869530033084627
SHANDONG YIKANG PHARMACEUTICAL CO. LTD,0.00282942395860738,0.3404578978528122
SHANGHAI JUCHEN IMPORT AND EXPORT CO. LTD,0.001556367404801108,0.16263773335871318
SHANXI SHUGUANG PHARM,0.5858858378320656,0.9669296100474291
THEMIS LABORATORIES PVT LTD,0.002553999924879143,0.16071916208517606
VELLINTON HEALTHCARE,0.002013803657309433,0.23040831150459845
'70685,0.0034959321165216124,0.37395288274360067
'70688,0.0026280076056841182,0.2654552956405569
'70692,0.001502085925225725,0.35475518214931084
'70695,0.0034871427343817563,0.42332277071044316
'70697,0.003401681328413453,0.3104695870540337
'70708,0.001929875550123138,0.3448428824119162
'70723,0.0019229633438697764,0.3903472238786597
'70932,0.002160098741736953,0.36207322302303035
'70952,0.0032789078050480644,0.3644201002227209
'70993,0.002860165576952921,0.40991053818915674
'70994,0.003383400911203409,0.3735154197282
'70996,0.0020721092031115817,0.38196421243806483
'70997,0.004030482891386767,0.26702482984543563
'70999,0.005609002030697494,0.8280353806807359
'71007,0.003271654916752455,0.46621571199979744
'71010,0.004819042078549194,0.3524951210720452
'71027,0.003297217124695065,0.476602010825312
'71029,0.003744180954767813,0.3812714645443962
'71056,0.002416988601325308,0.27191273466818966
'71123,0.004129978850754973,0.3726901728364285
'71132,0.004289211855739981,0.8285169204092293
'71148,0.005190580156242597,0.2666214974317434
'71390,0.0020002457015591973,0.3190361934820295
'71414,0.0020463233231376153,0.38553365642289383
'71419,0.0026581199082378396,0.39558104369175606
'71421,0.003755916957330429,0.32430947420086176
'71434,0.0017648152076994521,0.37615830228154684
'71444,0.005309846470712403,0.3512736180569898
'71460,0.0035697140673720627,0.4052938272663208
'71468,0.0032164975157502797,0.33534606070734946
'71469,0.0025270216994398944,0.3529562682105597
'71506,0.0018405268445257853,0.38768729062322516
'71512,0.0035646408560610528,0.3565990378818421
'71520,0.007484426801478651,0.37780945984891684
'71526,0.005065881801035094,0.3750285200247142
'71528,0.0045599326392073815,0.34955189632994094
'71544,0.002615115405448714,0.41085463189115934
'71553,0.004367405914229002,0.38753105299162405
'71609,0.005499850682964345,0.36700199783984294
'71612,0.002857528588544781,0.39835246480166975
'71636,0.0046593432764540565,0.3714781061243087
'71652,0.00352451940130788,0.3394376024370771
'71658,0.0022578551653512045,0.4045665160651643
'72015,0.0021765925003827155,0.3731695935187785
'72052,0.003934443969500782,0.36552989988552187
'72056,0.0014246768134476735,0.4241039156506071
'72075,0.001880196348072383,0.3643045652574927
'72084,0.0024643230453713742,0.40957763117314944
'72112,0.0025990787645111314,0.40072029846816754
'72189,0.003950024200261813,0.3488826331777336
'72190,0.003172744114426115,0.344213926917449
'72191,0.007583492242293206,0.7758087506280935
'72212,0.002174305572155202,0.4932087761455755
'72216,0.007812503166573025,0.80226364131352
'72220,0.0023967684010329443,0.3760756690718905
'72299,0.0020912137130341137,0.4197744232129679
'72300,0.005204092264681985,0.2713934294144166
'72303,0.002051797538115455,0.31809852865931415
'72305,0.002406839847632874,0.3970700113841826
'72306,0.002566069349963822,0.31591020919940094
'72310,0.0024971592380257784,0.3513975167269112
'72320,0.0015357447645171418,0.38277548990085253
'72333,0.002099640769994109,0.4198441201805469
'72339,0.00311419751960302,0.5336123910845311
'72346,0.004545040457249546,0.3929309777417778
'72347,0.002262431729695211,0.23073537510324882
'72441,0.00360278048127519,0.38803523722802735
'72447,0.007352460627162882,0.3031553741477916
'72476,0.0030117510612188113,0.35131782527383065
'72493,0.0037514257507358867,0.34695163150994995
'73040,0.0035897352192035895,0.2960234338529813
'73126,0.002689905452686833,0.3312243691724447
